Timestamp,Solar radiation [W/m²],Wind directon [deg],Precipitation [mm],Wind speed [m/s],Air temperature [°C],Relative humidity [%],Dew Point [°C],CumPrec [mm]
2016-03-01 00:00:00,0.0,14.0,0.0,1.4,-1.5,85.4,-3.5,90.4
2016-03-01 00:30:00,0.0,10.0,0.0,1.1,-1.8,87.2,-3.6,90.4
2016-03-01 01:00:00,0.0,23.0,0.0,0.8,-2.0,88.7,-3.5,90.4
2016-03-01 01:30:00,0.0,309.0,0.0,0.4,-2.5,90.6,-3.7,90.4
2016-03-01 02:00:00,0.0,348.0,0.0,0.1,-2.9,92.3,-3.9,90.4
2016-03-01 02:30:00,0.0,298.0,0.0,0.1,-3.2,94.2,-3.9,90.4
2016-03-01 03:00:00,0.0,332.0,0.0,0.3,-3.5,94.9,-4.0,90.4
2016-03-01 03:30:00,0.0,325.0,0.0,0.6,-3.5,95.5,-4.0,90.4
2016-03-01 04:00:00,0.0,293.0,0.0,0.2,-3.8,96.0,-4.2,90.4
2016-03-01 04:30:00,0.0,354.0,0.0,0.0,-4.2,96.5,-4.5,90.4
2016-03-01 05:00:00,0.0,261.0,0.0,0.0,-4.7,96.8,-5.0,90.4
2016-03-01 05:30:00,0.0,236.0,0.0,0.4,-4.3,97.5,-4.5,90.4
2016-03-01 06:00:00,0.0,246.0,0.0,0.1,-4.5,97.8,-4.7,90.4
2016-03-01 06:30:00,0.0,206.0,0.0,0.0,-4.7,98.0,-4.9,90.4
2016-03-01 07:00:00,0.0,231.0,0.0,0.2,-4.4,98.3,-4.5,90.4
2016-03-01 07:30:00,0.0,271.0,0.0,0.7,-4.0,98.3,-4.1,90.4
2016-03-01 08:00:00,14.0,268.0,0.0,0.9,-3.2,98.0,-3.3,90.4
2016-03-01 08:30:00,34.0,302.0,0.0,0.2,-2.9,97.8,-3.1,90.4
2016-03-01 09:00:00,51.0,281.0,0.0,0.9,-2.6,97.5,-2.8,90.4
2016-03-01 09:30:00,73.0,269.0,0.0,1.2,-2.2,96.9,-2.6,90.4
2016-03-01 10:00:00,131.0,278.0,0.0,0.3,-1.8,95.7,-2.2,90.4
2016-03-01 10:30:00,131.0,238.0,0.0,0.7,-1.5,91.7,-2.5,90.4
2016-03-01 11:00:00,139.0,247.0,0.0,1.3,-1.3,84.9,-3.4,90.4
2016-03-01 11:30:00,170.0,228.0,0.0,1.4,-1.1,82.6,-3.6,90.4
2016-03-01 12:00:00,228.0,221.0,0.0,1.5,-0.8,80.7,-3.6,90.4
2016-03-01 12:30:00,268.0,242.0,0.0,1.8,-0.5,79.5,-3.6,90.4
2016-03-01 13:00:00,274.0,280.0,0.0,1.6,-0.3,77.2,-3.7,90.4
2016-03-01 13:30:00,366.0,265.0,0.0,1.6,0.4,73.9,-3.7,90.4
2016-03-01 14:00:00,306.0,251.0,0.0,1.5,1.0,72.5,-3.4,90.4
2016-03-01 14:30:00,290.0,234.0,0.0,2.1,1.4,71.0,-3.2,90.4
2016-03-01 15:00:00,237.0,224.0,0.0,2.2,1.5,70.7,-3.3,90.4
2016-03-01 15:30:00,188.0,215.0,0.0,2.7,1.7,69.5,-3.3,90.4
2016-03-01 16:00:00,153.0,219.0,0.0,2.9,1.7,69.8,-3.2,90.4
2016-03-01 16:30:00,102.0,216.0,0.0,2.2,2.0,68.5,-3.2,90.4
2016-03-01 17:00:00,54.0,210.0,0.0,1.9,1.9,70.1,-3.0,90.4
2016-03-01 17:30:00,24.0,202.0,0.0,1.6,1.7,69.8,-3.3,90.4
2016-03-01 18:00:00,0.0,183.0,0.0,1.4,1.7,67.6,-3.7,90.4
2016-03-01 18:30:00,0.0,149.0,0.0,1.4,1.8,68.1,-3.5,90.4
2016-03-01 19:00:00,0.0,163.0,0.0,1.9,1.8,71.6,-2.8,90.4
2016-03-01 19:30:00,0.0,174.0,0.0,2.7,2.4,69.6,-2.6,90.4
2016-03-01 20:00:00,0.0,193.0,0.0,3.0,2.8,68.6,-2.4,90.4
2016-03-01 20:30:00,0.0,197.0,0.0,3.6,2.8,70.5,-2.0,90.4
2016-03-01 21:00:00,0.0,220.0,0.2,2.8,2.2,79.0,-1.0,90.6
2016-03-01 21:30:00,0.0,211.0,0.2,3.6,2.0,84.1,-0.4,90.8
2016-03-01 22:00:00,0.0,212.0,0.4,3.6,1.9,87.7,0.0,91.2
2016-03-01 22:30:00,0.0,211.0,0.4,4.3,2.1,89.5,0.4,91.6
2016-03-01 23:00:00,0.0,214.0,0.0,4.2,2.4,88.8,0.5,91.6
2016-03-01 23:30:00,0.0,217.0,0.2,4.6,2.5,87.2,0.5,91.8
2016-03-02 00:00:00,0.0,220.0,0.0,4.6,2.6,86.6,0.5,91.8
2016-03-02 00:30:00,0.0,224.0,0.0,4.8,2.7,86.3,0.5,91.8
2016-03-02 01:00:00,0.0,233.0,0.0,4.9,2.7,87.0,0.7,91.8
2016-03-02 01:30:00,0.0,229.0,0.0,4.2,2.8,87.9,0.8,91.8
2016-03-02 02:00:00,0.0,226.0,0.0,4.4,3.0,87.2,0.9,91.8
2016-03-02 02:30:00,0.0,219.0,0.0,4.5,3.1,86.7,0.9,91.8
2016-03-02 03:00:00,0.0,222.0,0.0,4.6,3.2,86.8,1.0,91.8
2016-03-02 03:30:00,0.0,223.0,0.0,4.1,3.4,86.3,1.2,91.8
2016-03-02 04:00:00,0.0,229.0,0.0,3.8,3.5,86.4,1.3,91.8
2016-03-02 04:30:00,0.0,220.0,0.0,5.3,3.7,85.9,1.4,91.8
2016-03-02 05:00:00,0.0,223.0,0.0,4.3,4.0,85.2,1.5,91.8
2016-03-02 05:30:00,0.0,223.0,0.0,4.4,4.1,85.5,1.7,91.8
2016-03-02 06:00:00,0.0,221.0,0.0,4.6,4.1,88.3,2.2,91.8
2016-03-02 06:30:00,0.0,224.0,0.0,4.5,4.3,86.2,2.0,91.8
2016-03-02 07:00:00,0.0,226.0,0.0,5.3,4.5,85.4,2.1,91.8
2016-03-02 07:30:00,0.0,224.0,0.0,4.7,4.7,84.7,2.2,91.8
2016-03-02 08:00:00,32.0,223.0,0.0,4.5,4.9,83.8,2.2,91.8
2016-03-02 08:30:00,56.0,226.0,0.0,4.4,5.2,84.2,2.6,91.8
2016-03-02 09:00:00,79.0,212.0,0.0,4.3,5.5,83.4,2.8,91.8
2016-03-02 09:30:00,44.0,205.0,0.0,3.5,5.7,83.5,3.0,91.8
2016-03-02 10:00:00,93.0,211.0,0.0,4.2,6.2,82.6,3.3,91.8
2016-03-02 10:30:00,48.0,211.0,0.0,4.0,6.1,84.0,3.4,91.8
2016-03-02 11:00:00,62.0,224.0,0.0,2.2,6.1,84.6,3.6,91.8
2016-03-02 11:30:00,106.0,229.0,0.0,3.0,6.7,81.4,3.6,91.8
2016-03-02 12:00:00,176.0,214.0,0.0,3.1,7.4,79.0,3.8,91.8
2016-03-02 12:30:00,313.0,201.0,0.0,3.5,8.2,75.8,3.9,91.8
2016-03-02 13:00:00,203.0,209.0,0.0,4.1,8.7,72.8,3.8,91.8
2016-03-02 13:30:00,174.0,260.0,0.0,6.0,7.8,75.1,3.5,91.8
2016-03-02 14:00:00,65.0,270.0,0.2,3.4,3.7,92.5,2.5,92.0
2016-03-02 14:30:00,121.0,274.0,0.4,3.7,4.3,88.3,2.4,92.4
2016-03-02 15:00:00,187.0,249.0,0.2,3.2,4.8,81.9,1.8,92.6
2016-03-02 15:30:00,105.0,265.0,0.4,3.3,5.3,78.5,1.6,93.0
2016-03-02 16:00:00,103.0,258.0,0.0,2.9,5.2,77.6,1.5,93.0
2016-03-02 16:30:00,94.0,244.0,0.0,2.4,5.3,76.1,1.3,93.0
2016-03-02 17:00:00,88.0,226.0,0.0,2.7,5.6,73.7,1.1,93.0
2016-03-02 17:30:00,36.0,225.0,0.0,2.1,5.2,75.2,1.1,93.0
2016-03-02 18:00:00,8.0,214.0,0.0,1.6,4.7,76.3,0.7,93.0
2016-03-02 18:30:00,0.0,206.0,0.0,1.9,4.2,79.4,0.8,93.0
2016-03-02 19:00:00,0.0,208.0,0.0,1.6,3.6,81.0,0.5,93.0
2016-03-02 19:30:00,0.0,204.0,0.0,1.5,3.2,81.9,0.2,93.0
2016-03-02 20:00:00,0.0,194.0,0.0,1.6,3.0,81.9,0.0,93.0
2016-03-02 20:30:00,0.0,201.0,0.0,1.2,2.7,82.5,0.0,93.0
2016-03-02 21:00:00,0.0,211.0,0.0,2.1,3.0,80.5,0.0,93.0
2016-03-02 21:30:00,0.0,207.0,0.0,2.4,3.5,76.0,-0.3,93.0
2016-03-02 22:00:00,0.0,203.0,0.0,0.4,3.0,77.1,-0.6,93.0
2016-03-02 22:30:00,0.0,218.0,0.0,0.1,2.6,78.0,-0.8,93.0
2016-03-02 23:00:00,0.0,177.0,0.0,1.0,3.0,77.4,-0.6,93.0
2016-03-02 23:30:00,0.0,107.0,0.0,0.9,2.4,79.2,-0.8,93.0
2016-03-03 00:00:00,0.0,122.0,0.0,1.3,1.5,83.8,-0.9,93.0
2016-03-03 00:30:00,0.0,194.0,0.0,1.6,2.8,78.2,-0.5,93.0
2016-03-03 01:00:00,0.0,162.0,0.0,1.9,3.8,73.3,-0.5,93.0
2016-03-03 01:30:00,0.0,192.0,0.0,1.5,2.9,77.6,-0.6,93.0
2016-03-03 02:00:00,0.0,193.0,0.0,2.9,3.9,74.5,-0.2,93.0
2016-03-03 02:30:00,0.0,179.0,0.0,1.3,3.2,76.8,-0.4,93.0
2016-03-03 03:00:00,0.0,117.0,0.0,0.7,1.6,82.7,-1.0,93.0
2016-03-03 03:30:00,0.0,181.0,0.0,0.8,1.9,84.5,-0.4,93.0
2016-03-03 04:00:00,0.0,187.0,0.0,1.4,3.2,79.3,-0.1,93.0
2016-03-03 04:30:00,0.0,201.0,0.0,1.9,3.6,77.1,0.0,93.0
2016-03-03 05:00:00,0.0,196.0,0.0,1.6,3.6,76.4,-0.1,93.0
2016-03-03 05:30:00,0.0,195.0,0.0,2.5,3.8,74.4,-0.4,93.0
2016-03-03 06:00:00,0.0,209.0,0.0,2.4,3.8,73.4,-0.5,93.0
2016-03-03 06:30:00,0.0,199.0,0.0,2.0,3.8,72.5,-0.7,93.0
2016-03-03 07:00:00,0.0,192.0,0.0,2.0,3.7,73.3,-0.6,93.0
2016-03-03 07:30:00,0.0,198.0,0.0,2.5,3.8,73.1,-0.6,93.0
2016-03-03 08:00:00,31.0,197.0,0.0,2.6,3.7,73.9,-0.6,93.0
2016-03-03 08:30:00,61.0,204.0,0.0,1.9,3.6,75.2,-0.4,93.0
2016-03-03 09:00:00,109.0,213.0,0.0,3.1,3.9,75.2,-0.1,93.0
2016-03-03 09:30:00,162.0,230.0,0.0,1.6,4.2,74.0,0.0,93.0
2016-03-03 10:00:00,195.0,203.0,0.0,2.7,4.6,71.9,0.0,93.0
2016-03-03 10:30:00,213.0,211.0,0.0,3.2,4.7,70.9,-0.1,93.0
2016-03-03 11:00:00,330.0,212.0,0.0,3.2,5.1,70.0,0.0,93.0
2016-03-03 11:30:00,307.0,213.0,0.0,3.3,5.3,69.1,0.0,93.0
2016-03-03 12:00:00,202.0,234.0,0.0,2.7,5.5,67.3,-0.1,93.0
2016-03-03 12:30:00,363.0,237.0,0.0,2.3,5.8,62.8,-0.8,93.0
2016-03-03 13:00:00,526.0,246.0,0.0,1.7,6.7,60.8,-0.3,93.0
2016-03-03 13:30:00,494.0,213.0,0.0,2.2,6.8,59.3,-0.6,93.0
2016-03-03 14:00:00,229.0,235.0,0.0,2.2,6.8,58.0,-0.9,93.0
2016-03-03 14:30:00,149.0,228.0,0.0,2.0,6.7,55.4,-1.6,93.0
2016-03-03 15:00:00,167.0,242.0,0.0,2.3,6.7,57.5,-1.1,93.0
2016-03-03 15:30:00,220.0,214.0,0.0,1.4,6.9,57.2,-1.0,93.0
2016-03-03 16:00:00,146.0,235.0,0.0,2.2,7.1,53.5,-1.7,93.0
2016-03-03 16:30:00,82.0,217.0,0.0,1.5,6.8,54.6,-1.7,93.0
2016-03-03 17:00:00,56.0,189.0,0.0,0.9,6.7,55.6,-1.6,93.0
2016-03-03 17:30:00,36.0,229.0,0.0,0.1,6.4,57.4,-1.4,93.0
2016-03-03 18:00:00,16.0,186.0,0.0,0.4,6.1,58.5,-1.4,93.0
2016-03-03 18:30:00,0.0,179.0,0.0,0.6,5.8,60.0,-1.4,93.0
2016-03-03 19:00:00,0.0,196.0,0.0,0.8,5.6,62.0,-1.1,93.0
2016-03-03 19:30:00,0.0,251.0,0.0,3.1,5.5,66.9,-0.3,93.0
2016-03-03 20:00:00,0.0,263.0,0.0,2.4,4.6,76.3,0.6,93.0
2016-03-03 20:30:00,0.0,255.0,0.0,1.4,4.3,77.7,0.5,93.0
2016-03-03 21:00:00,0.0,265.0,0.0,1.4,3.9,76.8,0.1,93.0
2016-03-03 21:30:00,0.0,242.0,0.0,1.0,3.2,79.4,0.0,93.0
2016-03-03 22:00:00,0.0,246.0,0.0,1.2,2.6,82.6,0.0,93.0
2016-03-03 22:30:00,0.0,256.0,0.0,1.0,2.4,83.7,0.0,93.0
2016-03-03 23:00:00,0.0,241.0,0.0,0.6,2.3,85.0,0.0,93.0
2016-03-03 23:30:00,0.0,228.0,0.0,0.7,2.1,85.9,0.0,93.0
2016-03-04 00:00:00,0.0,260.0,0.0,0.7,1.7,88.2,0.0,93.0
2016-03-04 00:30:00,0.0,240.0,0.0,0.0,0.7,91.2,-0.5,93.0
2016-03-04 01:00:00,0.0,226.0,0.0,0.3,1.0,91.9,-0.1,93.0
2016-03-04 01:30:00,0.0,215.0,0.0,0.3,0.9,91.5,-0.3,93.0
2016-03-04 02:00:00,0.0,246.0,0.0,0.2,1.0,91.7,-0.2,93.0
2016-03-04 02:30:00,0.0,226.0,0.0,0.2,0.8,91.3,-0.4,93.0
2016-03-04 03:00:00,0.0,213.0,0.0,0.1,-0.4,94.1,-1.1,93.0
2016-03-04 03:30:00,0.0,208.0,0.0,0.0,-0.9,95.8,-1.4,93.0
2016-03-04 04:00:00,0.0,219.0,0.0,0.0,-1.2,96.9,-1.6,93.0
2016-03-04 04:30:00,0.0,223.0,0.0,0.0,-1.4,97.5,-1.7,93.0
2016-03-04 05:00:00,0.0,225.0,0.0,0.6,-1.0,97.9,-1.2,93.0
2016-03-04 05:30:00,0.0,175.0,0.0,0.1,-1.1,98.0,-1.2,93.0
2016-03-04 06:00:00,0.0,189.0,0.0,0.7,-0.8,97.7,-1.0,93.0
2016-03-04 06:30:00,0.0,161.0,0.0,1.2,-0.4,96.0,-0.9,93.0
2016-03-04 07:00:00,0.0,152.0,0.0,1.9,-0.1,92.0,-1.1,93.0
2016-03-04 07:30:00,12.0,153.0,0.0,2.5,0.0,90.5,-1.2,93.0
2016-03-04 08:00:00,34.0,156.0,0.0,2.6,0.2,89.4,-1.3,93.0
2016-03-04 08:30:00,101.0,146.0,0.0,2.7,0.9,85.8,-1.2,93.0
2016-03-04 09:00:00,155.0,149.0,0.0,2.7,1.9,80.7,-1.0,93.0
2016-03-04 09:30:00,168.0,134.0,0.0,2.8,2.1,79.5,-1.0,93.0
2016-03-04 10:00:00,215.0,146.0,0.0,2.7,2.8,75.6,-1.1,93.0
2016-03-04 10:30:00,334.0,149.0,0.0,2.7,3.5,74.2,-0.6,93.0
2016-03-04 11:00:00,378.0,148.0,0.0,3.2,4.1,72.5,-0.4,93.0
2016-03-04 11:30:00,379.0,152.0,0.0,3.6,5.1,69.9,0.0,93.0
2016-03-04 12:00:00,334.0,125.0,0.0,4.1,5.6,68.7,0.2,93.0
2016-03-04 12:30:00,313.0,138.0,0.0,4.3,6.1,64.5,-0.1,93.0
2016-03-04 13:00:00,345.0,135.0,0.0,5.2,6.2,62.3,-0.5,93.0
2016-03-04 13:30:00,279.0,148.0,0.0,5.2,6.1,61.8,-0.7,93.0
2016-03-04 14:00:00,305.0,153.0,0.0,4.7,6.8,60.4,-0.3,93.0
2016-03-04 14:30:00,245.0,148.0,0.0,5.6,6.9,56.6,-1.2,93.0
2016-03-04 15:00:00,245.0,150.0,0.0,5.5,7.1,56.7,-0.9,93.0
2016-03-04 15:30:00,172.0,146.0,0.0,5.8,7.1,57.6,-0.7,93.0
2016-03-04 16:00:00,135.0,137.0,0.0,5.8,7.0,57.5,-0.9,93.0
2016-03-04 16:30:00,90.0,137.0,0.0,5.4,6.9,59.8,-0.3,93.0
2016-03-04 17:00:00,56.0,130.0,0.0,5.5,6.9,62.5,0.0,93.0
2016-03-04 17:30:00,20.0,133.0,0.0,5.3,6.7,64.5,0.3,93.0
2016-03-04 18:00:00,0.0,131.0,0.0,5.6,6.5,64.7,0.1,93.0
2016-03-04 18:30:00,0.0,138.0,0.0,5.1,6.4,63.7,0.0,93.0
2016-03-04 19:00:00,0.0,151.0,0.0,4.9,6.1,65.2,0.0,93.0
2016-03-04 19:30:00,0.0,139.0,0.0,3.9,5.7,70.3,0.5,93.0
2016-03-04 20:00:00,0.0,135.0,0.0,4.1,5.7,69.6,0.4,93.0
2016-03-04 20:30:00,0.0,140.0,0.0,3.4,5.6,68.4,0.2,93.0
2016-03-04 21:00:00,0.0,135.0,0.0,3.2,5.5,69.1,0.2,93.0
2016-03-04 21:30:00,0.0,133.0,0.0,2.9,5.4,69.6,0.2,93.0
2016-03-04 22:00:00,0.0,142.0,0.0,2.9,5.3,70.3,0.2,93.0
2016-03-04 22:30:00,0.0,141.0,0.0,3.5,5.3,70.2,0.2,93.0
2016-03-04 23:00:00,0.0,144.0,0.0,3.4,5.3,70.1,0.1,93.0
2016-03-04 23:30:00,0.0,142.0,0.0,2.8,5.2,70.9,0.1,93.0
2016-03-05 00:00:00,0.0,138.0,0.0,2.4,5.1,72.3,0.3,93.0
2016-03-05 00:30:00,0.0,135.0,0.0,2.5,4.9,73.6,0.5,93.0
2016-03-05 01:00:00,0.0,135.0,0.0,2.5,5.0,74.2,0.6,93.0
2016-03-05 01:30:00,0.0,147.0,0.0,3.3,5.1,73.2,0.5,93.0
2016-03-05 02:00:00,0.0,149.0,0.0,2.8,5.1,72.0,0.3,93.0
2016-03-05 02:30:00,0.0,141.0,0.0,2.5,4.5,78.5,0.9,93.0
2016-03-05 03:00:00,0.0,139.0,0.0,2.4,3.9,84.9,1.5,93.0
2016-03-05 03:30:00,0.0,164.0,0.0,1.9,4.0,84.5,1.4,93.0
2016-03-05 04:00:00,0.0,148.0,0.0,1.5,3.9,83.5,1.2,93.0
2016-03-05 04:30:00,0.0,125.0,0.0,1.6,3.6,85.4,1.2,93.0
2016-03-05 05:00:00,0.0,142.0,0.0,1.5,3.9,83.3,1.1,93.0
2016-03-05 05:30:00,0.0,131.0,0.0,1.3,3.6,84.9,1.2,93.0
2016-03-05 06:00:00,0.0,133.0,0.0,1.6,3.5,84.9,1.1,93.0
2016-03-05 06:30:00,0.0,127.0,0.0,1.8,3.7,83.2,0.9,93.0
2016-03-05 07:00:00,0.0,143.0,0.0,1.6,3.7,82.8,0.9,93.0
2016-03-05 07:30:00,0.0,144.0,0.0,1.6,3.8,81.7,0.8,93.0
2016-03-05 08:00:00,23.0,133.0,0.0,1.5,3.7,83.7,1.1,93.0
2016-03-05 08:30:00,53.0,131.0,0.0,0.9,3.9,85.8,1.6,93.0
2016-03-05 09:00:00,65.0,138.0,0.0,1.5,4.3,85.3,1.9,93.0
2016-03-05 09:30:00,37.0,139.0,0.0,1.0,4.5,83.9,1.9,93.0
2016-03-05 10:00:00,51.0,132.0,0.0,0.4,4.8,82.6,2.0,93.0
2016-03-05 10:30:00,79.0,134.0,0.0,0.2,5.0,82.2,2.1,93.0
2016-03-05 11:00:00,79.0,97.0,0.0,0.1,5.1,83.9,2.4,93.0
2016-03-05 11:30:00,95.0,94.0,0.0,0.8,5.5,80.3,2.2,93.0
2016-03-05 12:00:00,128.0,124.0,0.0,1.1,6.1,78.1,2.4,93.0
2016-03-05 12:30:00,70.0,144.0,0.0,0.7,6.3,77.3,2.5,93.0
2016-03-05 13:00:00,81.0,121.0,0.0,0.2,6.5,78.2,2.8,93.0
2016-03-05 13:30:00,95.0,33.0,0.0,0.0,6.9,76.9,2.9,93.0
2016-03-05 14:00:00,101.0,356.0,0.0,0.9,6.6,84.0,3.9,93.0
2016-03-05 14:30:00,87.0,17.0,0.0,1.3,6.5,84.9,3.9,93.0
2016-03-05 15:00:00,47.0,55.0,0.0,0.7,6.5,86.3,4.2,93.0
2016-03-05 15:30:00,25.0,84.0,0.0,0.0,6.5,87.6,4.5,93.0
2016-03-05 16:00:00,32.0,109.0,0.0,0.0,6.5,89.3,4.7,93.0
2016-03-05 16:30:00,26.0,115.0,0.0,0.4,6.5,88.5,4.6,93.0
2016-03-05 17:00:00,0.0,277.0,0.0,1.2,6.3,89.5,4.5,93.0
2016-03-05 17:30:00,0.0,297.0,0.0,0.5,5.7,93.2,4.6,93.0
2016-03-05 18:00:00,0.0,296.0,0.0,0.3,5.5,94.5,4.5,93.0
2016-03-05 18:30:00,0.0,285.0,0.0,1.1,5.2,95.9,4.5,93.0
2016-03-05 19:00:00,0.0,5.0,0.4,1.4,4.8,97.6,4.4,93.4
2016-03-05 19:30:00,0.0,306.0,0.0,0.5,4.8,98.1,4.4,93.4
2016-03-05 20:00:00,0.0,287.0,0.2,0.9,4.7,98.5,4.3,93.6
2016-03-05 20:30:00,0.0,257.0,0.2,0.9,4.6,98.9,4.3,93.8
2016-03-05 21:00:00,0.0,285.0,0.2,0.9,4.6,99.2,4.4,94.0
2016-03-05 21:30:00,0.0,274.0,0.2,0.6,4.5,99.4,4.4,94.2
2016-03-05 22:00:00,0.0,291.0,0.2,1.4,4.3,99.5,4.1,94.4
2016-03-05 22:30:00,0.0,283.0,0.2,1.0,4.1,99.7,4.0,94.6
2016-03-05 23:00:00,0.0,292.0,0.0,1.4,4.0,99.8,3.8,94.6
2016-03-05 23:30:00,0.0,291.0,0.0,1.3,3.9,99.9,3.7,94.6
2016-03-06 00:00:00,0.0,289.0,0.0,1.5,3.7,99.9,3.5,94.6
2016-03-06 00:30:00,0.0,286.0,0.0,1.3,3.6,99.8,3.5,94.6
2016-03-06 01:00:00,0.0,289.0,0.0,1.8,3.5,99.8,3.3,94.6
2016-03-06 01:30:00,0.0,294.0,0.0,1.4,3.4,100.0,3.3,94.6
2016-03-06 02:00:00,0.0,286.0,0.0,2.0,3.4,100.0,3.4,94.6
2016-03-06 02:30:00,0.0,294.0,0.0,1.8,3.4,100.0,3.3,94.6
2016-03-06 03:00:00,0.0,295.0,0.0,1.4,3.3,100.0,3.2,94.6
2016-03-06 03:30:00,0.0,294.0,0.0,1.9,3.2,100.0,3.1,94.6
2016-03-06 04:00:00,0.0,284.0,0.0,1.5,3.2,100.0,3.1,94.6
2016-03-06 04:30:00,0.0,287.0,0.0,1.0,3.2,100.0,3.1,94.6
2016-03-06 05:00:00,0.0,281.0,0.0,0.8,3.2,99.9,3.0,94.6
2016-03-06 05:30:00,0.0,273.0,0.0,1.4,3.2,99.6,3.1,94.6
2016-03-06 06:00:00,0.0,287.0,0.0,1.7,3.3,99.2,3.1,94.6
2016-03-06 06:30:00,0.0,290.0,0.0,1.8,3.2,98.9,2.8,94.6
2016-03-06 07:00:00,0.0,287.0,0.0,1.8,3.0,98.8,2.7,94.6
2016-03-06 07:30:00,0.0,295.0,0.0,2.5,2.8,97.0,2.3,94.6
2016-03-06 08:00:00,13.0,276.0,0.0,1.9,2.8,95.2,2.0,94.6
2016-03-06 08:30:00,35.0,285.0,0.0,2.0,2.9,95.3,2.1,94.6
2016-03-06 09:00:00,103.0,279.0,0.0,1.6,3.2,94.5,2.2,94.6
2016-03-06 09:30:00,90.0,299.0,0.0,2.7,3.4,92.3,2.1,94.6
2016-03-06 10:00:00,127.0,285.0,0.0,2.1,3.6,90.7,2.1,94.6
2016-03-06 10:30:00,147.0,287.0,0.0,2.5,3.8,87.8,1.8,94.6
2016-03-06 11:00:00,245.0,281.0,0.0,2.6,4.2,85.1,1.7,94.6
2016-03-06 11:30:00,175.0,281.0,0.0,2.2,4.3,83.8,1.6,94.6
2016-03-06 12:00:00,155.0,286.0,0.0,2.6,4.3,82.5,1.4,94.6
2016-03-06 12:30:00,109.0,274.0,0.0,2.0,4.5,78.8,0.9,94.6
2016-03-06 13:00:00,204.0,267.0,0.0,2.0,4.6,77.8,0.9,94.6
2016-03-06 13:30:00,273.0,258.0,0.0,2.5,5.4,71.4,0.5,94.6
2016-03-06 14:00:00,260.0,259.0,0.0,2.5,5.5,66.9,-0.2,94.6
2016-03-06 14:30:00,199.0,259.0,0.0,2.2,5.6,67.4,-0.1,94.6
2016-03-06 15:00:00,219.0,263.0,0.0,2.4,5.7,67.6,0.1,94.6
2016-03-06 15:30:00,149.0,236.0,0.0,2.6,5.5,68.9,0.2,94.6
2016-03-06 16:00:00,121.0,249.0,0.0,2.3,5.4,69.4,0.2,94.6
2016-03-06 16:30:00,88.0,234.0,0.0,2.1,5.2,68.4,-0.1,94.6
2016-03-06 17:00:00,84.0,268.0,0.0,1.9,5.4,65.2,-0.7,94.6
2016-03-06 17:30:00,43.0,230.0,0.0,1.7,5.3,66.8,-0.3,94.6
2016-03-06 18:00:00,14.0,247.0,0.0,0.6,4.8,69.3,-0.3,94.6
2016-03-06 18:30:00,0.0,220.0,0.0,0.4,4.3,70.6,-0.6,94.6
2016-03-06 19:00:00,0.0,228.0,0.0,0.4,3.6,73.6,-0.6,94.6
2016-03-06 19:30:00,0.0,223.0,0.0,0.0,2.6,76.3,-1.1,94.6
2016-03-06 20:00:00,0.0,231.0,0.0,0.0,1.3,83.8,-1.1,94.6
2016-03-06 20:30:00,0.0,217.0,0.0,0.0,0.5,88.9,-1.1,94.6
2016-03-06 21:00:00,0.0,231.0,0.0,0.1,0.6,90.1,-0.8,94.6
2016-03-06 21:30:00,0.0,236.0,0.0,0.0,0.3,89.8,-1.2,94.6
2016-03-06 22:00:00,0.0,233.0,0.0,0.2,0.4,90.0,-1.0,94.6
2016-03-06 22:30:00,0.0,251.0,0.0,0.0,0.1,89.2,-1.4,94.6
2016-03-06 23:00:00,0.0,256.0,0.0,0.5,-0.3,91.8,-1.4,94.6
2016-03-06 23:30:00,0.0,254.0,0.0,0.9,0.7,86.1,-1.4,94.6
2016-03-07 00:00:00,0.0,222.0,0.0,0.6,-0.1,88.3,-1.7,94.6
2016-03-07 00:30:00,0.0,213.0,0.0,0.5,-0.7,91.6,-1.7,94.6
2016-03-07 01:00:00,0.0,211.0,0.0,0.0,-0.8,93.7,-1.5,94.6
2016-03-07 01:30:00,0.0,199.0,0.0,0.0,-0.7,94.8,-1.3,94.6
2016-03-07 02:00:00,0.0,206.0,0.0,0.3,-0.5,95.6,-1.0,94.6
2016-03-07 02:30:00,0.0,213.0,0.0,0.8,0.2,92.8,-0.8,94.6
2016-03-07 03:00:00,0.0,202.0,0.0,0.3,0.6,91.3,-0.6,94.6
2016-03-07 03:30:00,0.0,199.0,0.0,0.2,0.7,92.2,-0.4,94.6
2016-03-07 04:00:00,0.0,210.0,0.0,0.0,0.5,93.4,-0.4,94.6
2016-03-07 04:30:00,0.0,209.0,0.0,0.7,0.5,94.0,-0.3,94.6
2016-03-07 05:00:00,0.0,211.0,0.0,0.1,0.6,94.0,-0.3,94.6
2016-03-07 05:30:00,0.0,208.0,0.0,0.6,0.4,94.1,-0.4,94.6
2016-03-07 06:00:00,0.0,219.0,0.0,0.5,-0.1,95.5,-0.6,94.6
2016-03-07 06:30:00,0.0,210.0,0.0,0.9,0.0,95.8,-0.6,94.6
2016-03-07 07:00:00,0.0,208.0,0.0,0.8,0.2,95.5,-0.4,94.6
2016-03-07 07:30:00,12.0,234.0,0.0,0.4,0.5,94.9,-0.1,94.6
2016-03-07 08:00:00,29.0,238.0,0.0,0.7,0.9,93.7,0.0,94.6
